8,8,0
16,8,0
24,8,0
32,8,0
40,8,0
48,8,0
56,8,0
64,8,0
72,8,0
80,8,0
88,8,0
96,8,0
104,8,0
112,8,0
120,8,0
128,8,0
136,8,0
8,16,0
16,16,0
24,16,0
32,16,0
40,16,0
48,16,0
56,16,0
8,24,0
16,24,0
24,24,0
32,24,0
40,24,0
8,32,0
16,32,0
24,32,0
8,40,0
16,40,0
24,40,0
8,48,0
16,48,0
8,56,0
16,56,0
8,64,0
16,64,0
8,72,0
8,80,0
8,88,0
8,96,0
8,104,0
8,112,0
8,120,0
8,128,0
8,136,0
8,144,0
144,8,1
152,8,1
160,8,1
64,16,1
72,16,1
80,16,1
88,16,1
96,16,1
104,16,1
112,16,1
120,16,1
128,16,1
136,16,1
144,16,1
152,16,1
160,16,1
48,24,1
56,24,1
64,24,1
72,24,1
80,24,1
88,24,1
96,24,1
104,24,1
112,24,1
120,24,1
128,24,1
136,24,1
144,24,1
152,24,1
160,24,1
32,32,1
40,32,1
48,32,1
56,32,1
64,32,1
72,32,1
80,32,1
88,32,1
96,32,1
104,32,1
112,32,1
120,32,1
128,32,1
136,32,1
144,32,1
152,32,1
160,32,1
32,40,1
40,40,1
48,40,1
56,40,1
64,40,1
72,40,1
80,40,1
88,40,1
96,40,1
104,40,1
112,40,1
120,40,1
128,40,1
136,40,1
144,40,1
152,40,1
160,40,1
24,48,1
32,48,1
40,48,1
48,48,1
56,48,1
64,48,1
72,48,1
80,48,1
88,48,1
96,48,1
104,48,1
112,48,1
120,48,1
128,48,1
136,48,1
144,48,1
152,48,1
160,48,1
24,56,1
32,56,1
40,56,1
48,56,1
56,56,1
64,56,1
72,56,1
80,56,1
88,56,1
96,56,1
104,56,1
112,56,1
120,56,1
128,56,1
136,56,1
144,56,1
152,56,1
160,56,1
24,64,1
32,64,1
40,64,1
48,64,1
56,64,1
64,64,1
72,64,1
80,64,1
88,64,1
96,64,1
104,64,1
112,64,1
120,64,1
128,64,1
136,64,1
144,64,1
152,64,1
160,64,1
16,72,1
24,72,1
32,72,1
40,72,1
48,72,1
56,72,1
64,72,1
72,72,1
80,72,1
88,72,1
96,72,1
104,72,1
112,72,1
120,72,1
128,72,1
136,72,1
144,72,1
152,72,1
160,72,1
16,80,1
24,80,1
32,80,1
40,80,1
48,80,1
56,80,1
64,80,1
72,80,1
80,80,1
88,80,1
96,80,1
104,80,1
112,80,1
120,80,1
128,80,1
136,80,1
144,80,1
152,80,1
160,80,1
16,88,1
24,88,1
32,88,1
40,88,1
48,88,1
56,88,1
64,88,1
72,88,1
80,88,1
88,88,1
96,88,1
104,88,1
112,88,1
120,88,1
128,88,1
136,88,1
144,88,1
152,88,1
160,88,1
16,96,1
24,96,1
32,96,1
40,96,1
48,96,1
56,96,1
64,96,1
72,96,1
80,96,1
88,96,1
96,96,1
104,96,1
112,96,1
120,96,1
128,96,1
136,96,1
144,96,1
152,96,1
160,96,1
16,104,1
24,104,1
32,104,1
40,104,1
48,104,1
56,104,1
64,104,1
72,104,1
80,104,1
88,104,1
96,104,1
104,104,1
112,104,1
120,104,1
128,104,1
136,104,1
144,104,1
152,104,1
160,104,1
16,112,1
24,112,1
32,112,1
40,112,1
48,112,1
56,112,1
64,112,1
72,112,1
80,112,1
88,112,1
96,112,1
104,112,1
112,112,1
120,112,1
128,112,1
136,112,1
144,112,1
152,112,1
160,112,1
16,120,1
24,120,1
32,120,1
40,120,1
48,120,1
56,120,1
64,120,1
72,120,1
80,120,1
88,120,1
96,120,1
104,120,1
112,120,1
120,120,1
128,120,1
136,120,1
144,120,1
152,120,1
160,120,1
16,128,1
24,128,1
32,128,1
40,128,1
48,128,1
56,128,1
64,128,1
72,128,1
80,128,1
88,128,1
96,128,1
104,128,1
112,128,1
120,128,1
128,128,1
136,128,1
144,128,1
152,128,1
160,128,1
16,136,1
24,136,1
32,136,1
40,136,1
48,136,1
56,136,1
64,136,1
72,136,1
80,136,1
88,136,1
96,136,1
104,136,1
112,136,1
120,136,1
128,136,1
136,136,1
144,136,1
152,136,1
160,136,1
16,144,1
24,144,1
32,144,1
40,144,1
48,144,1
56,144,1
64,144,1
72,144,1
80,144,1
88,144,1
96,144,1
104,144,1
112,144,1
120,144,1
128,144,1
136,144,1
144,144,1
152,144,1
160,144,1
8,152,1
16,152,1
24,152,1
32,152,1
40,152,1
48,152,1
56,152,1
64,152,1
72,152,1
80,152,1
88,152,1
96,152,1
104,152,1
112,152,1
120,152,1
128,152,1
136,152,1
144,152,1
152,152,1
160,152,1
8,160,1
16,160,1
24,160,1
32,160,1
40,160,1
48,160,1
56,160,1
64,160,1
72,160,1
80,160,1
88,160,1
96,160,1
104,160,1
112,160,1
120,160,1
128,160,1
136,160,1
144,160,1
152,160,1
160,160,1
