8,8,8,0
8,8,16,0
8,8,24,0
8,8,32,0
8,8,40,0
8,8,48,0
8,8,56,0
8,8,64,0
8,8,72,0
8,8,80,0
8,8,88,0
8,8,96,0
8,8,104,0
8,8,112,0
8,8,120,0
8,8,128,0
8,8,136,0
8,8,144,0
8,8,152,0
8,8,160,0
8,8,168,0
8,8,176,0
8,8,184,0
8,8,192,0
8,8,200,0
16,8,8,0
16,8,16,0
16,8,24,0
16,8,32,0
16,8,40,0
16,8,48,0
16,8,56,0
16,8,64,0
16,8,72,0
16,8,80,0
16,8,88,0
16,8,96,0
16,8,104,0
16,8,112,0
16,8,120,0
16,8,128,0
16,8,136,0
16,8,144,0
16,8,152,0
16,8,160,0
16,8,168,0
16,8,176,0
16,8,184,0
16,8,192,0
16,8,200,0
24,8,8,0
24,8,16,0
24,8,24,0
24,8,32,0
24,8,40,0
24,8,48,0
24,8,56,0
24,8,64,0
24,8,72,0
24,8,80,0
24,8,88,0
24,8,96,0
24,8,104,0
24,8,112,0
24,8,120,0
24,8,128,0
24,8,136,0
24,8,144,0
24,8,152,0
24,8,160,0
24,8,168,0
24,8,176,0
24,8,184,0
24,8,192,0
24,8,200,0
32,8,8,0
32,8,16,0
32,8,24,0
32,8,32,0
32,8,40,0
32,8,48,0
32,8,56,0
32,8,64,0
32,8,72,0
32,8,80,0
32,8,88,0
32,8,96,0
32,8,104,0
32,8,112,0
32,8,120,0
32,8,128,0
32,8,136,0
32,8,144,0
32,8,152,0
32,8,160,0
32,8,168,0
32,8,176,0
32,8,184,0
32,8,192,0
32,8,200,0
40,8,8,0
40,8,16,0
40,8,24,0
40,8,32,0
40,8,40,0
40,8,48,0
40,8,56,0
40,8,64,0
40,8,72,0
40,8,80,0
40,8,88,0
40,8,96,0
40,8,104,0
40,8,112,0
40,8,120,0
40,8,128,0
40,8,136,0
40,8,144,0
40,8,152,0
40,8,160,0
40,8,168,0
40,8,176,0
40,8,184,0
40,8,192,0
40,8,200,0
48,8,8,0
48,8,16,0
48,8,24,0
48,8,32,0
48,8,40,0
48,8,48,0
48,8,56,0
48,8,64,0
48,8,72,0
48,8,80,0
48,8,88,0
48,8,96,0
48,8,104,0
48,8,112,0
48,8,120,0
48,8,128,0
48,8,136,0
48,8,144,0
48,8,152,0
48,8,160,0
48,8,168,0
48,8,176,0
48,8,184,0
48,8,192,0
48,8,200,0
56,8,8,0
56,8,16,0
56,8,24,0
56,8,32,0
56,8,40,0
56,8,48,0
56,8,56,0
56,8,64,0
56,8,72,0
56,8,80,0
56,8,88,0
56,8,96,0
56,8,104,0
56,8,112,0
56,8,120,0
56,8,128,0
56,8,136,0
56,8,144,0
56,8,152,0
56,8,160,0
56,8,168,0
56,8,176,0
56,8,184,0
56,8,192,0
56,8,200,0
64,8,8,0
64,8,16,0
64,8,24,0
64,8,32,0
64,8,40,0
64,8,48,0
64,8,56,0
64,8,64,0
64,8,72,0
64,8,80,0
64,8,88,0
64,8,96,0
64,8,104,0
64,8,112,0
64,8,120,0
64,8,128,0
64,8,136,0
64,8,144,0
64,8,152,0
64,8,160,0
64,8,168,0
64,8,176,0
64,8,184,0
64,8,192,0
64,8,200,0
72,8,8,0
72,8,16,0
72,8,24,0
72,8,32,0
72,8,40,0
72,8,48,0
72,8,56,0
72,8,64,0
72,8,72,0
72,8,80,0
72,8,88,0
72,8,96,0
72,8,104,0
72,8,112,0
72,8,120,0
72,8,128,0
72,8,136,0
72,8,144,0
72,8,152,0
72,8,160,0
72,8,168,0
72,8,176,0
72,8,184,0
72,8,192,0
72,8,200,0
80,8,8,0
80,8,16,0
80,8,24,0
80,8,32,0
80,8,40,0
80,8,48,0
80,8,56,0
80,8,64,0
80,8,72,0
80,8,80,0
80,8,88,0
80,8,96,0
80,8,104,0
80,8,112,0
80,8,120,0
80,8,128,0
80,8,136,0
80,8,144,0
80,8,152,0
80,8,160,0
80,8,168,0
80,8,176,0
80,8,184,0
80,8,192,0
80,8,200,0
88,8,8,0
88,8,16,0
88,8,24,0
88,8,32,0
88,8,40,0
88,8,48,0
88,8,56,0
88,8,64,0
88,8,72,0
88,8,80,0
88,8,88,0
88,8,96,0
88,8,104,0
88,8,112,0
88,8,120,0
88,8,128,0
88,8,136,0
88,8,144,0
88,8,152,0
88,8,160,0
88,8,168,0
88,8,176,0
88,8,184,0
88,8,192,0
88,8,200,0
96,8,8,0
96,8,16,0
96,8,24,0
96,8,32,0
96,8,40,0
96,8,48,0
96,8,56,0
96,8,64,0
96,8,72,0
96,8,80,0
96,8,88,0
96,8,96,0
96,8,104,0
96,8,112,0
96,8,120,0
96,8,128,0
96,8,136,0
96,8,144,0
96,8,152,0
96,8,160,0
96,8,168,0
96,8,176,0
96,8,184,0
96,8,192,0
96,8,200,0
104,8,8,0
104,8,16,0
104,8,24,0
104,8,32,0
104,8,40,0
104,8,48,0
104,8,56,0
104,8,64,0
104,8,72,0
104,8,80,0
104,8,88,0
104,8,96,0
104,8,104,0
104,8,112,0
104,8,120,0
104,8,128,0
104,8,136,0
104,8,144,0
104,8,152,0
104,8,160,0
104,8,168,0
104,8,176,0
104,8,184,0
104,8,192,0
104,8,200,0
112,8,8,0
112,8,16,0
112,8,24,0
112,8,32,0
112,8,40,0
112,8,48,0
112,8,56,0
112,8,64,0
112,8,72,0
112,8,80,0
112,8,88,0
112,8,96,0
112,8,104,0
112,8,112,0
112,8,120,0
112,8,128,0
112,8,136,0
112,8,144,0
112,8,152,0
112,8,160,0
112,8,168,0
112,8,176,0
112,8,184,0
112,8,192,0
112,8,200,0
120,8,8,0
120,8,16,0
120,8,24,0
120,8,32,0
120,8,40,0
120,8,48,0
120,8,56,0
120,8,64,0
120,8,72,0
120,8,80,0
120,8,88,0
120,8,96,0
120,8,104,0
120,8,112,0
120,8,120,0
120,8,128,0
120,8,136,0
120,8,144,0
120,8,152,0
120,8,160,0
120,8,168,0
120,8,176,0
120,8,184,0
120,8,192,0
120,8,200,0
128,8,8,0
128,8,16,0
128,8,24,0
128,8,32,0
128,8,40,0
128,8,48,0
128,8,56,0
128,8,64,0
128,8,72,0
128,8,80,0
128,8,88,0
128,8,96,0
128,8,104,0
128,8,112,0
128,8,120,0
128,8,128,0
128,8,136,0
128,8,144,0
128,8,152,0
128,8,160,0
128,8,168,0
128,8,176,0
128,8,184,0
128,8,192,0
128,8,200,0
136,8,8,0
136,8,16,0
136,8,24,0
136,8,32,0
136,8,40,0
136,8,48,0
136,8,56,0
136,8,64,0
136,8,72,0
136,8,80,0
136,8,88,0
136,8,96,0
136,8,104,0
136,8,112,0
136,8,120,0
136,8,128,0
136,8,136,0
136,8,144,0
136,8,152,0
136,8,160,0
136,8,168,0
136,8,176,0
136,8,184,0
136,8,192,0
136,8,200,0
144,8,8,0
144,8,16,0
144,8,24,0
144,8,32,0
144,8,40,0
144,8,48,0
144,8,56,0
144,8,64,0
144,8,72,0
144,8,80,0
144,8,88,0
144,8,96,0
144,8,104,0
144,8,112,0
144,8,120,0
144,8,128,0
144,8,136,0
144,8,144,0
144,8,152,0
144,8,160,0
144,8,168,0
144,8,176,0
144,8,184,0
144,8,192,0
144,8,200,0
152,8,8,0
152,8,16,0
152,8,24,0
152,8,32,0
152,8,40,0
152,8,48,0
152,8,56,0
152,8,64,0
152,8,72,0
152,8,80,0
152,8,88,0
152,8,96,0
152,8,104,0
152,8,112,0
152,8,120,0
152,8,128,0
152,8,136,0
152,8,144,0
152,8,152,0
152,8,160,0
152,8,168,0
152,8,176,0
152,8,184,0
152,8,192,0
152,8,200,0
160,8,8,0
160,8,16,0
160,8,24,0
160,8,32,0
160,8,40,0
160,8,48,0
160,8,56,0
160,8,64,0
160,8,72,0
160,8,80,0
160,8,88,0
160,8,96,0
160,8,104,0
160,8,112,0
160,8,120,0
160,8,128,0
160,8,136,0
160,8,144,0
160,8,152,0
160,8,160,0
160,8,168,0
160,8,176,0
160,8,184,0
160,8,192,0
160,8,200,0
168,8,8,0
168,8,16,0
168,8,24,0
168,8,32,0
168,8,40,0
168,8,48,0
168,8,56,0
168,8,64,0
168,8,72,0
168,8,80,0
168,8,88,0
168,8,96,0
168,8,104,0
168,8,112,0
168,8,120,0
168,8,128,0
168,8,136,0
168,8,144,0
168,8,152,0
168,8,160,0
168,8,168,0
168,8,176,0
168,8,184,0
168,8,192,0
168,8,200,0
176,8,8,0
176,8,16,0
176,8,24,0
176,8,32,0
176,8,40,0
176,8,48,0
176,8,56,0
176,8,64,0
176,8,72,0
176,8,80,0
176,8,88,0
176,8,96,0
176,8,104,0
176,8,112,0
176,8,120,0
176,8,128,0
176,8,136,0
176,8,144,0
176,8,152,0
176,8,160,0
176,8,168,0
176,8,176,0
176,8,184,0
176,8,192,0
176,8,200,0
184,8,8,0
184,8,16,0
184,8,24,0
184,8,32,0
184,8,40,0
184,8,48,0
184,8,56,0
184,8,64,0
184,8,72,0
184,8,80,0
184,8,88,0
184,8,96,0
184,8,104,0
184,8,112,0
184,8,120,0
184,8,128,0
184,8,136,0
184,8,144,0
184,8,152,0
184,8,160,0
184,8,168,0
184,8,176,0
184,8,184,0
184,8,192,0
184,8,200,0
192,8,8,0
192,8,16,0
192,8,24,0
192,8,32,0
192,8,40,0
192,8,48,0
192,8,56,0
192,8,64,0
192,8,72,0
192,8,80,0
192,8,88,0
192,8,96,0
192,8,104,0
192,8,112,0
192,8,120,0
192,8,128,0
192,8,136,0
192,8,144,0
192,8,152,0
192,8,160,0
192,8,168,0
192,8,176,0
192,8,184,0
192,8,192,0
192,8,200,0
200,8,8,0
200,8,16,0
200,8,24,0
200,8,32,0
200,8,40,0
200,8,48,0
200,8,56,0
200,8,64,0
200,8,72,0
200,8,80,0
200,8,88,0
200,8,96,0
200,8,104,0
200,8,112,0
200,8,120,0
200,8,128,0
200,8,136,0
200,8,144,0
200,8,152,0
200,8,160,0
200,8,168,0
200,8,176,0
200,8,184,0
200,8,192,0
200,8,200,0
8,16,8,0
8,16,16,0
8,16,24,0
8,16,32,0
8,16,40,0
8,16,48,0
8,16,56,0
8,16,64,0
8,16,72,0
8,16,80,0
8,16,88,0
8,16,96,0
8,16,104,0
8,16,112,0
8,16,120,0
8,16,128,0
8,16,136,0
8,16,144,0
8,16,152,0
8,16,160,0
8,16,168,0
8,16,176,0
8,16,184,0
8,16,192,0
8,16,200,0
16,16,8,0
16,16,16,0
16,16,24,0
16,16,32,0
16,16,40,0
16,16,48,0
16,16,56,0
16,16,64,0
16,16,72,0
16,16,80,0
16,16,88,0
16,16,96,0
16,16,104,0
16,16,112,0
16,16,120,0
16,16,128,0
16,16,136,0
16,16,144,0
16,16,152,0
16,16,160,0
16,16,168,0
16,16,176,0
16,16,184,0
16,16,192,0
16,16,200,0
24,16,8,0
24,16,16,0
24,16,24,0
24,16,32,0
24,16,40,0
24,16,48,0
24,16,56,0
24,16,64,0
24,16,72,0
24,16,80,0
24,16,88,0
24,16,96,0
24,16,104,0
24,16,112,0
24,16,120,0
24,16,128,0
24,16,136,0
24,16,144,0
24,16,152,0
24,16,160,0
24,16,168,0
