10,10,0
20,10,0
30,10,0
40,10,0
50,10,0
60,10,0
70,10,0
80,10,0
90,10,0
100,10,0
110,10,1
120,10,1
10,20,0
20,20,0
30,20,0
40,20,0
50,20,1
60,20,1
70,20,1
80,20,1
90,20,1
100,20,1
110,20,1
120,20,1
10,30,0
20,30,0
30,30,0
40,30,1
50,30,1
60,30,1
70,30,1
80,30,1
90,30,1
100,30,1
110,30,1
120,30,1
10,40,0
20,40,0
30,40,1
40,40,1
50,40,1
60,40,1
70,40,1
80,40,1
90,40,1
100,40,1
110,40,1
120,40,1
10,50,0
20,50,1
30,50,1
40,50,1
50,50,1
60,50,1
70,50,1
80,50,1
90,50,1
100,50,1
110,50,1
120,50,1
10,60,0
20,60,1
30,60,1
40,60,1
50,60,1
60,60,1
70,60,1
80,60,1
90,60,1
100,60,1
110,60,1
120,60,1
10,70,0
20,70,1
30,70,1
40,70,1
50,70,1
60,70,1
70,70,1
80,70,1
90,70,1
100,70,1
110,70,1
120,70,1
10,80,0
20,80,1
30,80,1
40,80,1
50,80,1
60,80,1
70,80,1
80,80,1
90,80,1
100,80,1
110,80,1
120,80,1
10,90,0
20,90,1
30,90,1
40,90,1
50,90,1
60,90,1
70,90,1
80,90,1
90,90,1
100,90,1
110,90,1
120,90,1
10,100,0
20,100,1
30,100,1
40,100,1
50,100,1
60,100,1
70,100,1
80,100,1
90,100,1
100,100,1
110,100,1
120,100,1
10,110,1
20,110,1
30,110,1
40,110,1
50,110,1
60,110,1
70,110,1
80,110,1
90,110,1
100,110,1
110,110,1
120,110,1
10,120,1
20,120,1
30,120,1
40,120,1
50,120,1
60,120,1
70,120,1
80,120,1
90,120,1
100,120,1
110,120,1
120,120,1
