/*********Generate Square Wave Input Stream*********/
55|32,96,192 __ 63|32,224,32 __ 59|32,64,224 __ 11|32,224,192 __ 75|128,192,96 __ 90|224,224,160 __ 95|192,32,192 __ 53|32,128,256 __ 90|192,192,96 __ 61|32,192,128 __ 88|256,128,32 __ 82|96,32,256 __ 10|192,192,256 __ 32|64,128,64 __ 75|256,64,224 __ 


Execution in GPU only started

Execution in CPU only started

Automated Hybrid Execution started
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
Switched to CPU
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
32,224,192,0.977371
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
128,192,96,0.0130292
An outlier caught 128,192,96,
switched due to max caught

Automated ML only Execution started
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,96,192,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
32,224,32,0.977371
